EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	TEST_LOSS	TEST_PRECISION	TEST_RECALL	TEST_F1
37	22:02:17	2	0.0063	0.38568422162637905	0.37141141295433044	0.7515	0.479	0.5851	0.4071581959724426	0.7446	0.4834	0.5862
38	22:07:34	3	0.0063	0.3843984983354732	0.370286762714386	0.7537	0.4847	0.59	0.41234779357910156	0.7398	0.4844	0.5855
39	22:12:56	0	0.0031	0.38293998908035703	0.3672585189342499	0.7688	0.4695	0.583	0.41092824935913086	0.7594	0.4759	0.5851
40	22:18:16	1	0.0031	0.38283890990601377	0.36629292368888855	0.7576	0.4771	0.5855	0.4040534198284149	0.7498	0.4804	0.5856
41	22:23:33	2	0.0031	0.38682128421455547	0.366083562374115	0.7553	0.4771	0.5848	0.407174676656723	0.7514	0.4784	0.5846
42	22:28:53	3	0.0031	0.37921115459513005	0.3649044632911682	0.7716	0.4771	0.5896	0.4040450155735016	0.7543	0.4799	0.5866
43	22:34:08	0	0.0016	0.3833693961239882	0.36630284786224365	0.7508	0.4771	0.5834	0.4041611850261688	0.7478	0.4799	0.5846
44	22:39:26	1	0.0016	0.38347080809718714	0.3651560842990875	0.7538	0.4733	0.5815	0.4072968363761902	0.7538	0.4769	0.5842
45	22:44:45	2	0.0016	0.3791889830372796	0.3646281361579895	0.7654	0.4733	0.5849	0.40307244658470154	0.7512	0.4809	0.5864
46	22:50:03	3	0.0016	0.3836223721429143	0.36464595794677734	0.7654	0.4733	0.5849	0.40098828077316284	0.7516	0.4804	0.5862
